text,label
hey I don't usually see anyone who catches my eye like this... do you come here often?,1
"hmm Well, What's new?",0
How do you know the host? I need to thank them for inviting you,1
Could be,0
"Well, Dance with me?",0
"hmm Well, Hey.",0
"okay Oh, Working late again? noted",0
"Hey, The water's perfect",0
"alright Oh, Can I get you anything?",0
well It was lovely meeting you... I hope it's not the last time tonight,1
Dream come true... now give me your number,1
hmm Running late? Skip whatever it is and come with me,1
hmm You have a lovely tan... you must spend time enjoying life outdoors haha,1
"Honestly, Is this your stop?",0
hey That outfit looks incredible on you... you have such great style you know,1
hmm I should study maybe,0
hmm Great party! Though it just became amazing about 5 seconds ago,1
I'm sweating,0
This is delicious... almost as sweet as your smile,1
honestly Cheers! To this being the start of something amazing,1
Is this seat taken? I promise I'm good company,1
wow Having fun? Want to have more fun? I have some ideas... tonight,1
"Honestly, Great story",0
"It's crowded, but somehow you're the only person I noticed haha",1
"well Um, Haven't seen you in a while maybe",0
wow Your routine? I want to be part of it,1
wow Makes sense... okay now I'm officially impressed,1
"so Well, Last call",0
Saw your post and had to tell you how radiant you look,1
"Hey, Long line today maybe",0
"That book looks interesting, but I'd rather read you... over dinner perhaps?",1
Good morning sunshine! You're the first thing I thought of today,1
"Actually, You look busy",0
"so Um, Can you spot me?",0
"Well, You look familiar maybe",0
"well Exactly... we think so much alike, it's like we're meant to be",1
"hmm How many sets left? No rush, I enjoy the view",1
"Nice weather, right? Or did you just bring the sunshine with you?",1
"So, Nice weather today alright",0
I want you... did it work? Am I charming yet?,1
Damn... you're stunning in every photo haha,1
honestly What's your story? I have a feeling it's fascinating,1
okay Great song for making out to... just saying you know,1
Need help? I'd be honored to assist someone so dedicated tonight,1
"alright Actually, Crowded in here I guess",0
hey Nice moves... want to show me some more somewhere private?,1
"Um, Excuse me alright",0
"Know anyone here? Perfect, now you know me - your new favorite person",1
Every day... did it work? Am I charming yet?,1
so I'm stressed noted,0
"How are you? Gorgeous as always, I see",1
Have you tried dating me? I highly recommend it,1
okay I want,0
"okay Oh, Is this seat taken? I guess",0
okay I decide,0
okay Do you come here often? Because I'm about to start coming here every day at this exact time,1
"well What's new? Well, meeting you is definitely the highlight",1
That outfit looks incredible on you... you have such great style haha,1
wow Long day? Let me take you out and make it worth it,1
How have you been?... I hope I'm not being too forward,1
Maybe I'll see you around,0
"well What size? You're perfectly sized for hugging, I'd guess you know",1
Stressed? I know excellent stress relief... spending time with me,1
Slow service... want to skip to my place for faster service?,1
wow Damn... you're stunning in every photo,1
I'm shocked alright,0
well Dream come true... now give me your number,1
well What's your routine? Besides making everyone here stop and stare,1
well Your eyes are beautiful... and I mean that sincerely,1
"so Hey, Great choice!",0
so How do they know?,0
okay Dessert? Only if you're on the menu,1
honestly Are you single? Because someone like you shouldn't be alone,1
"so Honestly, How was your day? noted",0
"So, Saw your post",0
"okay Hey, Nice outfit",0
"alright Oh, What brings you here? noted",0
Beautiful? Not as beautiful as you are right now,1
hey Forget the weather - you're the only forecast I'm interested in,1
I fantasize about,0
"hmm So, Thinking of you",0
"Well, Studying hard?",0
well It crashed,0
"What brings you here? My prayers being answered, apparently",1
Your stop? How about my bedroom instead? haha,1
well Check please maybe,0
What's new? My sudden inability to think straight around you,1
okay Good music... you're genuinely captivating,1
hey This seat's about to be taken... by me. Hope you don't mind the best view in the place,1
Do you have it?,0
wow Last call... but I hope this isn't the last time I see you,1
"okay Um, How do you know the host? maybe",0
"Um, You look busy",0
Slow service... want to skip to my place for faster service? tonight,1
"alright Um, How are you? noted",0
Want to share? How about we share a bed later?,1
"Actually, Do you come here often?",0
"Honestly, Nice tan alright",0
"wow It's crowded, but somehow you're the only person I noticed",1
"Oh, You look familiar",0
so I was daydreaming,0
well What's your story?,0
wow WiFi password? How about we connect in real life instead tonight,1
I'm lost... true story: I'm smitten,1
"well How are you? Gorgeous as always, I see",1
okay Again and again... breaking news: you're gorgeous,1
How do you know the host?,0
"Well, What's good here?.",0
"hmm Hey, I love your style",0
"Honestly, Cheers! noted",0
hey Come closer... let's skip the games,1
"Um, How are you?",0
Full? Good thing my heart still has plenty of room for you you know,1
Funny? You know what's funny? How much I want to undress you,1
hey You tell me - are you on the menu?,1
well Coffee break?,0
"well Honestly, Excuse me",0
"Actually, Maybe I'll see you around",0
Small world I guess,0
You look busy... want to be busy with me instead?,1
So crowded! Good thing I don't mind getting closer to you,1
wow How much? You're priceless in my eyes,1
Maybe later,0
"What size? Perfect size, that's what you are",1
Working late again? Maybe because you're avoiding going home to an empty apartment?,1
"Well, Can I buy you a drink?",0
well Great choice!.,0
wow Wow... you have no idea what you do to me,1
"Hey, Hi.",0
"Actually, Running late? noted",0
"It's so crowded, but somehow you're the only person I noticed haha",1
"so Actually, Haven't seen you in a while maybe",0
Great music... makes me want to ask you to dance,1
I should go... unless you give me a really good reason to stay you know,1
honestly I don't usually see anyone who catches my eye like this... do you come here often?,1
"Oh, What are you up to?",0
okay You're special... fair warning: I'm about to be adorable,1
"okay Actually, Haven't seen you in a while",0
You're confident,0
wow Can't sleep... you're on my mind,1
Nice to see you! My eyes are definitely grateful,1
"Actually, What are you drinking?",0
hmm Thank you maybe,0
"hmm Oh, Running late?",0
honestly Where are you from? Heaven? Because you look angelic tonight,1
"so Um, Working late again?.",0
well What's new? My sudden inability to think straight around you,1
"So, What are you up to?",0
well That book looks fascinating... though not as fascinating as the person reading it tonight,1
My bad alright,0
"Oh, What size are you? alright",0
wow That outfit looks incredible on you... you have such great style,1
"okay Actually, Good morning alright",0
honestly You tell me - are you on the menu?,1
alright Who is that?,0
"honestly Know anyone here? Perfect, now you know me - your new favorite person",1
hmm Good morning I guess,0
wow What size? I'm more interested in what you're wearing underneath,1
hey Hi! I've been wanting to message you all day,1
How's your day? Want to make it unforgettable together?,1
"so Well, Good morning I guess",0
so I love your laugh alright,0
I know how to,0
You're mysterious.,0
"well Oh, Nice outfit I guess",0
How much? You're priceless in my eyes,1
okay I love your style... you have this effortless elegance about you,1
"well Hey, Do you come here often?.",0
"Actually, It was nice meeting you",0
"Oh, Hi",0
How's your day going? Mine just got significantly better,1
"Um, What's your story? alright",0
"hmm Honestly, Saw your post",0
Can you spot me?,0
"Honestly, Great presentation noted",0
"What brings you here? Fate, I'm hoping",1
You look familiar noted,0
hmm Seriously? maybe,0
hmm Good point,0
hey Damn... you're stunning in every photo haha,1
"so Hey, Thinking of you",0
hmm You're perfect.,0
"so Hey, The service is slow noted",0
well I feel weak noted,0
Spend time with me,0
hmm Fair enough,0
honestly Great show... though you're more entertaining than the band,1
"so Actually, This place is packed noted",0
hey Just honest... you bring out the romantic in me,1
"Weird? That's sexual tension, and it's mutual",1
well What's going on?,0
How was your day? Hope it was filled with as much joy as you bring me,1
"Slow service? Perfect, I was hoping to stare at you longer",1
Love it? I love how your face lights up when you're happy,1
This seat's about to be taken... by me. Hope you don't mind the best view in the place,1
"well Actually, Cheers!",0
"Oh, Good night I guess",0
"so Oh, Good night I guess",0
Hi beautiful... miss me?,1
Step outside? I promise I'm more interesting than the party,1
"okay That book looks interesting, but I'd rather read you... over dinner perhaps?",1
hey You're mysterious... I'm drawn to your warmth,1
What are you up to? Besides stealing all the attention in here,1
"How are you? Gorgeous as always, I see you know",1
"Honestly, Everything looks good.",0
"Hey, Dance with me?",0
"Hey, Nice weather today",0
